#Parameters = {wakelength0=10000; L2=0.5; R=4; b=3; sigma_z=0.12; wakelength=100}
#"s / cm"	"Z [Real Part]"
#------------------------
-0.40498879936593	-1.6972797117320e-05
-0.40359980221882	-1.7609137621289e-05
-0.40221080507171	-1.8266827946887e-05
-0.40082180792460	-1.8946480648453e-05
-0.39943281077749	-1.9648721887099e-05
-0.39804381363038	-2.0374191535006e-05
-0.39665481648327	-2.1123543463860e-05
-0.39526581933616	-2.1897445594906e-05
-0.39387682218905	-2.2696579825842e-05
-0.39248782504194	-2.3521642240245e-05
-0.39109882789483	-2.4373343188629e-05
-0.38970983074772	-2.5252407385522e-05
-0.38832083360061	-2.6159573943978e-05
-0.38693183645350	-2.7095596671129e-05
-0.38554283930640	-2.8061244082425e-05
-0.38415384215929	-2.9057299508374e-05
-0.38276484501218	-3.0084561322317e-05
-0.38137584786507	-3.1143843010836e-05
-0.37998685071796	-3.2235973150677e-05
-0.37859785357085	-3.3361795292756e-05
-0.37720885642374	-3.4522168145120e-05
-0.37581985927663	-3.5717965527537e-05
-0.37443086212952	-3.6950076400973e-05
-0.37304186498241	-3.8219404923318e-05
-0.37165286783530	-3.9526870297329e-05
-0.37026387068819	-4.0873407069975e-05
-0.36887487354108	-4.2259964962842e-05
-0.36748587639397	-4.3687509017329e-05
-0.36609687924686	-4.5157019303950e-05
-0.36470788209975	-4.6669490862305e-05
-0.36331888495264	-4.8225933944976e-05
-0.36192988780553	-4.9827373807117e-05
-0.36054089065842	-5.1474850512430e-05
-0.35915189351131	-5.3169418485198e-05
-0.35776289636420	-5.4912147163381e-05
-0.35637389921710	-5.6704120457035e-05
-0.35498490206999	-5.8546435982829e-05
-0.35359590492288	-6.0440205318585e-05
-0.35220690777577	-6.2386553798691e-05
-0.35081791062866	-6.4386620620408e-05
-0.34942891348155	-6.6441558367990e-05
-0.34803991633444	-6.8552532369414e-05
-0.34665091918733	-7.0720720760388e-05
-0.34526192204022	-7.2947314860353e-05
-0.34387292489311	-7.5233518195748e-05
-0.34248392774600	-7.7580546581378e-05
-0.34109493059889	-7.9989627784317e-05
-0.33970593345178	-8.2462001175559e-05
-0.33831693630467	-8.4998917665997e-05
-0.33692793915756	-8.7601638541189e-05
-0.33553894201045	-9.0271434679102e-05
-0.33414994486334	-9.3009586221827e-05
-0.33276094771623	-9.5817382089149e-05
-0.33137195056912	-9.8696119167847e-05
-0.32998295342201	-0.00010164710237119
-0.32859395627491	-0.00010467164394960
-0.32720495912780	-0.00010777106388020
-0.32581596198069	-0.00011094668926143
-0.32442696483358	-0.00011419985312923
-0.32303796768647	-0.00011753189462947
-0.32164897053936	-0.00012094415797879
-0.32025997339225	-0.00012443799179050
-0.31887097624514	-0.00012801474793020
-0.31748197909803	-0.00013167578006408
-0.31609298195092	-0.00013542244384065
-0.31470398480381	-0.00013925609527363
-0.31331498765670	-0.00014317809086487
-0.31192599050959	-0.00014718978556481
-0.31053699336248	-0.00015129253271233
-0.30914799621537	-0.00015548768271624
-0.30775899906826	-0.00015977658343944
-0.30637000192115	-0.00016416057849418
-0.30498100477404	-0.00016864100569121
-0.30359200762693	-0.00017321919652260
-0.30220301047982	-0.00017789647586728
-0.30081401333271	-0.00018267416275479
-0.29942501618561	-0.00018755356757743
-0.29803601903850	-0.00019253598983499
-0.29664702189139	-0.00019762271974844
-0.29525802474428	-0.00020281503462490
-0.29386902759717	-0.00020811419827611
-0.29248003045006	-0.00021352145793383
-0.29109103330295	-0.00021903804321378
-0.28970203615584	-0.00022466516695936
-0.28831303900873	-0.00023040402142486
-0.28692404186162	-0.00023625577968205
-0.28553504471451	-0.00024222159304300
-0.28414604756740	-0.00024830259361699
-0.28275705042029	-0.00025449989176473
-0.28136805327318	-0.00026081457381750
-0.27997905612607	-0.00026724770117253
-0.27859005897896	-0.00027380030787010
-0.27720106183185	-0.00028047339917867
-0.27581206468474	-0.00028726794873601
-0.27442306753763	-0.00029418489573881
-0.27303407039052	-0.00030122514575944
-0.27164507324341	-0.00030838957005008
-0.27025607609631	-0.00031567900425755
-0.26886707894920	-0.00032309424636153
-0.26747808180209	-0.00033063605811630
-0.26608908465498	-0.00033830516040409
-0.26470008750787	-0.00034610223591694
-0.26331109036076	-0.00035402792111635
-0.26192209321365	-0.00036208280803052
-0.26053309606654	-0.00037026744246676
-0.25914409891943	-0.00037858232061429
-0.25775510177232	-0.00038702788897469
-0.25636610462521	-0.00039560453794210
-0.25497710747810	-0.00040431260356401
-0.25358811033099	-0.00041315236960647
-0.25219911318388	-0.00042212406282098
-0.25081011603677	-0.00043122785782916
-0.24942111888966	-0.00044046386762692
-0.24803212174255	-0.00044983215096875
-0.24664312459544	-0.00045933270947131
-0.24525412744833	-0.00046896548268247
-0.24386513030122	-0.00047873034972011
-0.24247613315412	-0.00048862712235387
-0.24108713600701	-0.00049865554284919
-0.23969813885990	-0.00050881528201808
-0.23830914171279	-0.00051910593405804
-0.23692014456568	-0.00052952701769788
-0.23553114741857	-0.00054007797382189
-0.23414215027146	-0.00055075816771191
-0.23275315312435	-0.00056156689054804
-0.23136415597724	-0.00057250336146038
-0.22997515883013	-0.00058356672606196
-0.22858616168302	-0.00059475605340861
-0.22719716453591	-0.00060607033718050
-0.22580816738880	-0.00061750849060531
-0.22441917024169	-0.00062906934236678
-0.22303017309458	-0.00064075163319427
-0.22164117594747	-0.00065255401756817
-0.22025217880036	-0.00066447506330356
-0.21886318165325	-0.00067651324561631
-0.21747418450614	-0.00068866694494047
-0.21608518735903	-0.00070093445270948
-0.21469619021192	-0.00071331397395342
-0.21330719306482	-0.00072580362029485
-0.21191819591771	-0.00073840141322023
-0.21052919877060	-0.00075110528964048
-0.20914020162349	-0.00076391310483192
-0.20775120447638	-0.00077682262367426
